dialog_id,summary_piece,position_index
13820330,Matt got to 34 level.,1
13820330,Toby switched to master difficulty.,2
13828168-1,Tina and Ella wish each other a happy Christmas.,0
13828168-1,Ella and Jamie are spending Christmas in their Havana abode and they do not plan to celebrate.,1
13828168-1,Tina bought a Christmas tree.,2
13828168-1,Tina's daughter Laura and her husband are coming from Johannesburg.,3
13828168-1,Tina and Bill will prepare a grand Christmas meal.,4
13828319,"During the meeting yesterday, Mike treated Marlene badly when she told him she forgot to prepare the statistics.",0
13820994,"Laurie, Ashley, Matt and Jesse are going for some yoga tomorrow at 8am.",0
13809900,Diana is desperately awaiting a response from a guy she's known for 3 weeks.,0
13809900,Sue is trying to calm her down.,1
13715976,Harry is going to survival camp with Mike at the weekend.,0
13716320,"Amanda and Michael are in Chișinău, Moldova.",0
13716320,They will be taking a bus to Bucharest on 5 October and fly back to London on 7 October.,1
13716320,Alexis invites them to dinner after they're back.,2
13728649,This Saturday Katerina goes with Brad to the theatre to see 'The Tempest' at Narodowy.,0
13728649,Kacper Nowicki got a part in a play and both Magda and Katerina know him.,1
13728649,They will invite him to meet after the show.,2
13730455,Conrad prefers Batman to Superman.,0
13730455,"Conrad sends Beth a ""How it should have ended"" episode.",1
13730455,Beth sees similarities between Batman and Oliver Queen.,2
13730455,Beth likes Captain America.,3
13730455,"Beth hasn't seen the new ""Avengers"" movie.",4
13730455,"Conrad has seen ""Deadpool 2"", but will go to see it again with Beth this weekend.",5
13717002,Evie needs to invest the money from Chris' baptism party but doesn't want to try stock exchange as it's too risky.,0
13717002,Agatha would go for a deposit as the money is safe in the bank.,1
13717002,Evie will check mBank website.,2
13862213,Thea left the party early because she didn't feel very well.,0
13862213,She will get some rest after a hard week at work.,1
13731406,Eddie prepared some horror movies and Ethan'll bring some beer.,0
13731406,Eddie informs Ethan that he bought a pool table for $200 and they can play afterwards.,1
13811659,Juan is going to travel to Brazil.,0
13811659,"Hew went there last year already, working as a mechanic in a car factory.",1
13811659,"Now Juan needs to rush to the airport, his flight is at 3.00 pm.",2
13731118,Susan wants to invite little Johnny for supper as he is waiting for his mother at the doorstep again.,0
13731118,Victor wants him to stay also for Bible reading.,1
13731118,"Victor is hungry on the train, coming back from the conference.",2
13817638,"Helen, Jeff and their children cannot come and spend Christmas with Gwen and her family because their car has broken down and they have no money to pay for the repair.",0
13730460,Viola has a new job.,0
13730460,Now she's learning about the company's system in procedure.,1
13730460,The people at her work are helpful.,2
13829110,Jelmer booked a table for five people.,0
13829110,Friends will gather on Friday at 8:30 pm.,1
13812756,There are no updates from hotel on Maledives.,0
13812756,"Jane does not expect to get any update before 2/3 Jan. Sue and Jane applied for a job at the hotel, They will have less than 2 weeks to prepare if they get accepted.",1
13715835,"Michaela proposed turning the club into an official association, which involves additional responsibilities, but also gives new possibilities.",0
13715835,"Jessie is not sure, but might help with the paperwork.",1
13715835,Steve is oppose to the idea.,2
13715835,"Michaela, Jessie, Steve and Ron will discuss it in person on Monday.",3
13730583,"Theresa has no other option at the moment, but to keep working there.",0
13730583,Theresa went to the cinema for a comedy that made her cry at the end.,1
13730583,"Meg saw ""Kler"" and thinks it's very good.",2
13730583,Theresa has a complicated relationship with Sylvia.,3
13728425,David met Alysa at the club last night and wants to see her again.,0
13728425,Alysa will see him tomorrow at the club 6 pm.,1
13681177,Tim brags about his new girlfriend.,0
13681177,He will meet with Raphael at 7pm.,1
13611410,Anna had an argument with Joanna so it's not easy for George to talk to her.,0
13611410,Joanna and Anna had a common project.,1
13611410,Joanna changed the research group in the last moment.,2
13611410,Anna was serious about this one.,3
13611410,Ian will let George know.,4
13717213,"Danielle, Tracy and Darren are taking the Harry Potter personality quiz, while Neil refuses.",0
13731332,Mark changed a network.,0
13731332,He's satisfied with the reception.,1
13731332,The network can be tailored to one's needs.,2
13731332,Alice is going to check if they have family plans.,3
13728197-1,Francesca wanted to become a soldier.,0
13728197-1,Frederick wanted to become a teacher.,1
13728197-1,His math teacher died of cancer few years after he graduated.,2
13681060-1,Abby and Rose are going to attend a concert which is probably taking place next weekend.,0
13681060-1,The lead singer is Abby's former schoolmate.,1
13728369-1,"Nestor wanted to buy a laptop on Black Friday sales, but Olaf advise against it, as the prices in reality are not reduced.",0
13728369-1,Nestor will check it if Olaf helps him to get a good deal from a guy he knows.,1
13716232,Peter and Jen are coming to Warsaw to buy some things for their flat in IKEA.,0
13716232,They're going to stay at Alex's who's going to take them to a party.,1
13716232,Peter and Jen have some problems with their neighbours in the new flat.,2
13681630,"William has a job offer for Benjamin, but Benjamin found a job that is closer to his place.",0
13729360,Joe is going to Kiev and the rest of Ukraine in January by train.,0
13729360,"His friend, Leo, will help him.",1
13729360,Luke worries about the cost and immigration procedures.,2
13729360,He will check his exam dates before giving an answer by the end of the week..,3
13828228,Ben will set up a meeting for Adam and a new client from moto industry.,0
13716861,"Dana had a failed IVF and doesn't want to talk to anyone, she is depressed.",0
13716861,Dana's sister is pregnant again.,1
13716861,"Cristina said it was Dana and Harry's third, and last attempt.",2
13716861,Beth said that it's especially hard for Dana since she's a control freak.,3
13863187,Simon is learning a lot at his new corporate job.,0
13863187,He took his girlfriend to Norway for her Birthday.,1
13863187,Bella just got back from Italy.,2
13680427,Jack and Luke watched the political debate yesterday and consider it ridiculous.,0
13680427,They are wondering how people like that get elected.,1
13680427,Luke argues that their electorate will continue to vote for them.,2
13680427,Jack is considering stopping watching the debates.,3
13729124,Brenda doesn't like Eddie's new band so doesn't want to go to their concert.,0
13729124,Alan will pick her up in 2 hours anyway.,1
13828754,Henry and Ethan will catch up later to discuss the new album of the band they both like.,0
13819962,Amy is sharing pictures and videos from her enjoyable trip.,0
13819962,She will meet Kerry and Andrew at the Crossed Arms on Sunday at 1pm.,1
13820980,Shantelle left the coffee cups in the kitchen and as a remedy will bring biscuits and make a round of drinks in the office tomorrow.,0
13681886,Stella doesn't want to visit Sandra because she doesn't want to get infected by Sandra's disease.,0
13681886,"Sandra's doctor prescribed her effective medicines, so she will be fine soon.",1
13681886,Stella wants to take Sandra to the cinema for some action movie when she recovers.,2
13730176,Bobby watched the episode of I'm a Celeb.,0
13730176,Eva missed it.,1
13730176,Bobby updates Eva on what happened.,2
13728399,Serge enjoyed meeting Anna last night and he will text her to ask her out.,0
13728399,"If it works out, he will introduce Harry to one of her friends and they can go for a double date.",1
13816792-1,Xavier had an accident - a falling teapot slashed his wrist and it had to be stitched up.,0
13816792-1,He can't use his left hand for the next week.,1
13816792-1,Charlie will buy a week's food supply and some toilet paper for Xavier and will help him with the housework.,2
13816792-1,Charlie will be at Xavier's in about an hour.,3
13821168,Chet has a tinder date tonight.,0
13821168,"Marvin, Erin and Tamara are going to meet at the Etiopian place at 9.",1
13821168,Afterwards they'll go to a free concert at Café Oto.,2
13681021,Ella and Jose are going to watch Kler at the cinema at 7:30pm.,0
13681021,The cinema has a discount for Mondays.,1
13681539,"John's supervisor postponed the meeting again, which made him angry.",0
13681539,"He wants to change his supervisor, but it's not easy.",1
13681539,"He will talk to him, maybe he will agree to resign.",2
13612311,Jack proposed to Lorrie during their stay at Niagara Falls last night.,0
13612311,They went there on Friday night and got back today.,1
13612311,The wedding date is still unknown.,2
13612311,Jen offers help in the wedding's organization.,3
13612311,Jen and Lorrie will meet around 6 o'clock.,4
13828487,"Matt is working at the shop and Jodi is trying to watch TV, but it's not working.",0
13828487,Matt suggests she changes the batteries in the remote and it works.,1
13729603,Deirdre has just returned from family vacation in Portugal.,0
13729603,"It was bad, they got the wrong apartment, the food was scarce, the pool water was dirty and had too much chlorine in it.",1
13729603,She's going to ask for compensation from Vivaldi.,2
13729603,She and Sharon are going to meet on Tuesday at 6 pm.,3
13813148,Dom's father left for the US when Dom was young and he only talked to his father once in the last 19 years.,0
13813148,"He has a daughter, but Dom has never met her.",1
13682476-1,Oliver has a date today.,0
13717240,"Mark, Anna, Julia and George are planning a trip to Italy.",0
13717240,"The decided to go to Sicily, George likes this idea the most since he is a great fan of Godfather.",1
13820733,"Rhonda, Cheryl and Tiffany are planning a trip to Copenhagen.",0
13820733,Tiffany proposes to visit the art museum.,1
13820733,Rhonda proposes the national museum.,2
13820733,Cheryl wants to see the mermaid and Christiania.,3
13820733,The girls are also considering a boat tour around the city and visiting Rosenborg castle.,4
13815437,Kate believes her boyfriend's mother dislikes her.,0
13815437,He is a nerd who lives and has always lived with his mother and grandmother.,1
13729354,"Philip hurt Megan's feelings and made her upset, but she's getting better.",0
13729354,Philip is sorry.,1
13729354,"Megan will spend the weekend alone to think things over, but will meet with Philip after Sunday.",2
13862481,"Valerio's skype account would have expired tomorrow, but Rui has extended it for the time being.",0
13862481,Valerio will create a new account soon.,1
13829849,Pete's video file is too big to send to Thomas by phone.,0
13829849,Pete will upload it to Google Drive and share it with Thomas so he can download.,1
13730048,Zan and Mary will meet tomorrow morning at Zan's request to go over the last scene dialog.,0
13730048,Zan has trouble remembering his lines.,1
13730048,Mary suggests that Zan brings his blocked copy of the script as it may help him memorize the lines.,2
13730048,Zan agrees.,3
13862927,Alicia will come to Felix's place on Wednesday after 2 pm.,0
13830097,Alexis has knit a tight skirt and will make another trial version.,0
13611755,Jacob and Alex aren't sure what to do for their project.,0
13611755,Ms. White doesn't explain things clearly.,1
13611755,Everybody's going to have bad marks.,2
13611755,It has happened before with a different teacher.,3
13611755,She was working her stress off in the class.,4
13820181,"Renata, Vera, Oscar and Charlie are procrastinating instead of writing their BA theses.",0
13728939,Pamela has trouble finding a gift for Calvin's birthday.,0
13728939,"He doesn't like movies nor books, but he likes sports such as basketball, so she will get him a headband.",1
13729583,Ahmed wants Sharon to move in with him but she's afraid of her parents' reaction.,0
13729583,Ahmed is angry.,1
13682522-1,"Peter and Dorothy have to be there at 7, but when Peter arrives he wants to take a shower and eat something.",0
13682522-1,There's little room in the garage to park.,1
13829792,Jojo is upset with Helen.,0
13829792,"Jojo feels sexually harassed by a picture sent to her, Helen doesn't think it a big deal.",1
13821072,Karen is still missing 3 transfers from people for Xmas gifts for children and the teacher.,0
13821072,They're thinking about getting the kids a small Lego set each.,1
13817318,Harry has stones sent to Jack.,0
13817318,They will arrive next week.,1
13817318,Harry has sent him photos of the rubies and their details.,2
13716821,Jessica won some beauty products on facebook.,0
13716821,Jessica won't be using some of the stuff so will share with Rose and Priscilla.,1
13680807,George and Lucy want to buy a dashboard camera for Lennie's birthday.,0
13680807,The camera costs 140.,1
13680807,Minny refuses to take part in the purchase.,2
13729787,Maggie is stressing out as she can't find a job.,0
13729787,Chase experienced the same thing a year ago.,1
13729787,"Maggie's birthday is next week, but Chase lives across the ocean.",2
13729558,Klaudia works as a waitress from time to time.,0
13729558,Kuba can't sleep even though he tried everything.,1
13729558,Klaudia is going horse riding tomorrow in Skierniewice.,2
13817577,Ariel and Olivier are going on a trip.,0
13817577,Ariel has already paid for accommodation.,1
13817577,Olivier is going to give the money back to her in local currency once they arrive at their destination.,2
13728247,"At Paul's barbecue, Guillaume met his sister, Kate, and fell in love.",0
13728247,They live together in Paris.,1
13728247,Her french is getting good and she misses Marmite.,2
13728247,They want to visit Stoke at summertime.,3
13681201,Zack's guitar is broken.,0
13681201,Wilson will lend him one of his guitars so he can practice.,1
13681201,Zack will pick up the guitar after 7 p.m.,2
13682469,Dad needs to be monitored and he will not come back home for at least a week.,0
13682469,Chloe will pay Dad a visit today at 6 pm.,1
13682469,Chloe will bring dad some newspapers and his favourite music.,2
13716877,Gisele postponed the family visit to Sunday so she can go to the party with Josephine and Rosemary.,0
13680485,"Blake believes that Alexis is trying to turn their son, Steven, against him and has bad influence on Steven.",0
13680485,Alexis believes Blake is self-centered and often attacks her and accuses her of things she didn't do.,1
13829198,Andy read Steve's story last weekend and he liked it.,0
13829198,"It was originally written in Swedish and the text gives it away, so there's still work to be done.",1
13829198,"Steve purchased some books about writing, so he should get better soon.",2
13680337,"Kate, Chris and John will see Pinocchio at the theater on Saturday.",0
13680337,Chris thinks the play will be too childish for John.,1
13680337,Chris and Kate will pick John up earlier from his drum lesson to make it to the play.,2
13680337,Chris's work is going slow.,3
13680337,Kate would mention it to his boss before Christmas.,4
13717267,The electricity bill with the date 24th has not been paid.,0
13717267,Mandy will make the payment.,1
13862753-1,Lucy and Maggie are meeting before the party at Lucy's at 6 PM to prepare themselves.,0
13716880,Hannah has been to Spain.,0
13716880,"She spent there two weeks and she visited Granada, Almeria and Gibraltar.",1
13716880,Hannah is raving about the sea water in Spain and Spanish people.,2
13716880,She's going to tell Patty and Kristen more details when they meet.,3
13728628,Aiden taught his dogs Lassie and Dori some tricks.,0
13728628,"Lassie learnt quicker, Dori needed more snacks.",1
13728628,Aiden is thinking of entering this town summer contest.,2
13728628,"It's only November, so he has plenty of time to practise with the dogs.",3
13716728,There is a new team leader replacing Clare.,0
13716728,They find him attractive so Ellie and Henrietta are going to sign up for the gym on Saturday.,1
13716728,Melinda will let them know tomorrow if she also decides to join.,2
13820759,Mike's birthday is tomorrow.,0
13820759,Clara thought it was next week.,1
13820759,George didn't remember at all.,2
13820759,George is going to leave work earlier tomorrow to get the present for Mike.,3
13830127,Rosemary and Victoria would like to record the drums this weekend.,0
13830127,"Rosemary doesn't have a working laptop, whereas Victoria's tablet doesn't have enough memory for recording.",1
13830127,Rosemary will try to borrow a laptop from somebody and will get back to Victoria later.,2
13682309,"Laura was asked by mom to buy groceries for the whole week, but she must finish her school project, so she asks Martha to do the shopping.",0
13682309,"She should buy some meat, fish, vegetables, some snacks and something for breakfast.",1
13862924,Norah's children like the school.,0
13862924,Norah's sister moved to another school when she was seven.,1
13717026,She fainted today and was taken to hospital because of a serious condition.,0
13717026,Kourtney is worried about her.,1
13717026,"Gloria, Kim and Kourtney start at 9:45 tomorrow.",2
13717026,Gloria might have trouble getting up in the morning so they will call her.,3
13730283,Wanda's uni is going pretty well.,0
13730283,She studies in Leeds.,1
13730283,She's going to visit Helena next Thursday.,2
13730283,Helena is considering becoming a history teacher.,3
13730529,Mark told his sister that Mary is doing an online job.,0
13730529,Mark's sister is contacting people to confirm it.,1
13730529,Mark thinks she's jealous.,2
13730529,Mary hates Mark's sister.,3
13827924,Johny wants to go for a gig with Lucy.,0
13827924,She prefers to go with Maggie and her best friends.,1
13827924,They will meet at 6 PM at her house to prepare for the evening.,2
13827924,The gig starts at 8 PM.,3
13828733,Steven and Greg are basketball fans.,0
13828733,"Their team's coach, Magic, is considering trading Lonzo, Kuzma, and Zubac for Davis.",1
13828733,It might be a good addition to the team along LeBron.,2
13827951,"Mary, Ann and their partners will spend the weekend together hiking.",0
13828917,Romeo is at a party in Reims.,0
13828917,Paul will be spending this weekend at his girlfriend's.,1
13828917,Romeo and Paul will not be in the same group on Monday.,2
13828917,Paul will be staying at his grandma's then.,3
13821073,Julie has just watched a Japanese horror.,0
13821073,She's alone at home and really scared.,1
13821073,Paula and Rose are going to come to her place for a spontaneous sleepover.,2
13821073,"They'll drink cocoa and watch ""When Harry met Sally.""",3
13821073,Rose will bring cookies.,4
13815167,Marshall can't afford RDR2.,0
13815167,Lucas is hyped with the game.,1
13815167,Marshall wants to play it too.,2
13829489,Julia dreamed about a party at a bar.,0
13829857,Nancy helped Ida with her leaving message to her friends who helped her settle in Hamburg.,0
13829857,Ida did an internship at About You and will return to Bordeaux soon.,1
13819051,Alicja has loved curling.,0
13819051,"Her brother loved it, too, but Filip didn't.",1
13819051,They played on the national stadium.,2
13819051,"The ice for curlin isn't slippery, but you gest special slippers.",3
13819051,"Weronika, Alicja and Kinga will go curling together.",4
13681970-1,"Beth and Jade have some trouble signing up for classes, but the IT guy ignores their e-mails for help.",0
13681970-1,Jade will go there tomorrow to see him.,1
13681970-1,Beth and Jade might skip the class tomorrow as they didn't do the homework.,2
13862540,"Oli broke up with Anita, and she's upset about it.",0
13865243,Lauren and Therese are on holidays in Hel.,0
13865243,"Lauren sent a photo of a seal aquarium to Daniel, Tom and Emma.",1
13865243,The research centre keeps seals for some time and then releases them to the Baltic Sea.,2
13730762,"Maria is still in Italy but finds the general situation with growing racism, frustration, xenophobia worrying.",0
13730762,Jess is surprised by that as she found Italy welcoming.,1
13730762,"She was thinking about visiting Maria, but it's only a dream now.",2
13819054,Alice wants to make DIY beauty products.,0
13819054,"Janet doesn't want to make cosmetics herself, but Ella and Sam already make them.",1
13819054,Alice will look for recipes online and start with body and hair products.,2
13819054,"If she likes them, she'll try face products.",3
13682385,David and Jo procrastinate over the execution of an assignment.,0
13682385,Following the professor's instructions Jo and David will work with different extensions.,1
13728798,Darcy and Claire find fashion changing trends fascinating.,0
13865455,"Barry, Kelly and Jen are trying to find a date in June convenient for everyone for a trip.",0
13862693,Rami sent Silvia the program but the ticket sales start next Tuesday.,0
13862693,Rami's plan is 19/08 Grosvenor and  26th at 8 pm Avdeeva.,1
13862693,Silvia was at her concert with Kremer last year and found it fantastic.,2
13862693,Rami missed the concert.,3
13862693,She would like to buy a full pass.,4
13821335,Sarah recommends Lydia to read The Great Alone first.,0
13829270,Gina has enough commissions to keep herself busy and they bring her enough money.,0
13829270,"Mash works about 12-15 hours per week, which also works for him.",1
13829270,The ALTA journal is still going strong.,2
13829270,The last time Mash saw Rose was in November at Michael's birthday party.,3
13829270,Rose is about his age and retired now.,4
13611675,Margaret is going to teach her classes tomorrow according to schedule.,0
13611675,Margaret prefers that students write her messages on her e-mail address instead of Facebook.,1
13611675,"Margaret hasn't read the whole 2nd chapter of  Alice's thesis yet, but thinks it's good so far.",2
13864739,Victoria is looking for tickets for Mumford and Sons' concert.,0
13864739,They're officially sold out so she's browsing some dubious websites like Viagogo.,1
13864739,"Patricia, Lucas and Daniel warn her against doing it and they suggest looking for the tickets on Facebook.",2
13680704,Chris didn't contact Joe for 2 months after he came back.,0
13680704,They will try to meet up and party in December.,1
13729825,"Esme has to retype the document, because it's too light to scan.",0
13729825,The client has been notified about that.,1
13729825,Jamie wants to meet with Esme tomorrow and discuss her raise.,2
13729825,He also wants her to work on the Jones Construction contract today.,3
13729120,Eliza doesn't sleep well.,0
13729120,"Eliza is going to try some tea, natural remedies and yoga.",1
13729120,Tyler stopped watching TV before bed but Eliza doesn't want to try it for now.,2
13680931,Victoria suggests having sex with Jacob.,0
13680931,Lewis is in Hamburg for work.,1
13680931,Jacob is also working and going to a concert with Thomas in 2 hours.,2
13680931,"Victoria is going to the concert, too.",3
13828631,Bailey had an interview with the same owner at the same place Lilly did last year.,0
13828631,There was a cat and a dog there.,1
13828631,The owner wasn't nice.,2
13828631,Bailey is on her way to meet Lilly and sees two more dogs.,3
13828631,It is warm and Lilly's wearing too many clothes.,4
13828631,She is walking over to meet Bailey at the entrance.,5
13680908,"Gina offered Rob a loan for his knee surgery, as the private one costs 5000.",0
13612033,Sam is Leah's former college student.,0
13612033,"He likes his university, flat and friends.",1
13612033,"He lived with some vegans before, but they moved out mid-October.",2
13612033,Leah's college is hectic.,3
13612033,"Sam is working hard, he has 3 deadlines this month and a job at the cinema.",4
13612033,He's also an illustrator and designed a book cover.,5
13864544,Gosia's daughter is 7.,0
13864544,She was abducted in 2012 and lives in Libya.,1
13864544,Gosia talks to her via Skype.,2
13864544,She can't come back to UK because the grandmother does not allow it.,3
13717011,"Perry, Marlow, Janet and Forster discuss their holiday plans.",0
13717011,"Marlow would like to go to Asia, others will think if they can join.",1
13717011,The friends will meet tomorrow at 8 pm to discuss that.,2
13716950,Isabella's complexion is rubbish.,0
13716950,Mia suggests focusing on hygiene and Poppy on a proper diet.,1
13810232,Chris is going Interrail to Italy and France for a week-long holiday next week.,0
13810232,He'll be sleeping in hotels besides the night train from Paris to Venice.,1
13809863,Julian has photographed a fox in his backyard and is slightly concerned that they might be dangerous.,0
13820548,"Jules, Sim, Shanon, Kiri and Anisha are going to have a night out on the 27th at 8 in the new cocktail place near the Kaspa's.",0
13820548,Kiri can go too because Tom is going to babysit.,1
13728221,This year Isabella and Ava want to buy nice and useful gifts.,0
13728221,Ava doesn't want to spend too much time on it.,1
13728221,Isabella's solution is online shopping.,2
13730848,Nate's car has been damaged beyond repair.,0
13730848,He needs a new one but cannot afford it at the moment.,1
13821663,"Coco, Phil and Greg discuss vegan milk and its carbon footprint.",0
13819245,Ola will go to Turks and Caicos for the reading break.,0
13819245,"Matt can't go home, he has no money for a flight ticket.",1
13819245,He will join Bruce and Jeannie in Carrot River.,2
13819245,They will depart next Friday after school.,3
13819245,Bruce will drive.,4
13681002,Peter took the papers from Georgia's desk to their office.,0
13681002,There was a letter from Georgia's friend and she wants it back.,1
13681002,They will go to the office together on Sunday.,2
13829672,Olivia has found a new group of Kpop dance.,0
13682030,Tim and Samantha are making a presentation on natural selection.,0
13682030,Samantha will focus on the history of the concept and the evidence.,1
13682030,"Tim will focus on the modern definiton, including stuff from Dawkins' book, and why it matters to the humanity.",2
13682030,The presentation will be in Prezi.,3
13864973,Jose is waiting in front of the Capitolio Nacional.,0
13864973,He and Tom will join Mary at the Garcia Marquez Cultural Centre.,1
13864973,"Jose, Mary, Tom and Hugo will eat dinner at the Restaurant Bonaparte and have some ice cream later.",2
13814004,Elijah is back on medication after his last panic attack.,0
13814004,He will call Lucas if he wants to talk to someone.,1
13863143,"Zara will go skating with Dexter, Jack, George, Emily and maybe Molly on the weekend.",0
13863143,Zara will rent skates at the rink.,1
13814774,Ellie and Hugh are going on a camping trip.,0
13814774,"Hugh can't find his pillow, but Ellie will bring a spare one.",1
13814774,They are taking sandwiches and tomato soup for the road.,2
13819445,There appeared some cracks in walls of both Andrea and Lorenzo's houses due to the earthquake caused by Etna.,0
13819445,The officials've closed a few old churches but Lorenzo hopes it's safe to stay there.,1
13828617,"Mary and Wolf will spend the next 4 weeks in Cuba, then they will go to Cancun on Jan 4th.",0
13828617,The Internet is limited and expensive in Cuba.,1
13828617,They worry about food availability and prices there.,2
13828617,They plan to try different liquors.,3
13828617,Dieter recommends Cohiba.,4
13828617,He likes their holiday photos they sent him.,5
13865327,Michaela got scammed.,0
13865327,Somebody stole about 10.000 from her bank account by sending her a fake DHL link.,1
13716137,"Elon Musk set up PayPal, Tesla and SpaceX and is s creating the first passenger shuttle to the moon.",0
13716137,"The tickets cost around $ 35 million, but the event is going to be streamed in HD via satelites.",1
13716137,The date is yet unknown.,2
13716137,Tiffany wants to buy a VR headset.,3
13717000,Eve bought a dress and a skirt in The Star outlet and Caroline bought trousers.,0
13717000,"Jane wants to go there to buy something for her parents' anniversary, but is worried about the prices.",1
13717000,Eve agrees that the prices are high.,2
13729225-1,Jasmine is popular at school probably because she is confident and friendly.,0
13729225-1,"Sophie is beautiful, but if she was nicer, then maybe George would notice her.",1
13821520,Mary fainted in a library.,0
13821520,A librarian called an ambulance and Steve.,1
13821520,The paramedics suspect Mary has heart issues.,2
13821520,Mary will have more tests next week.,3
13821520,Gary is going to visit Mary next weekend.,4
13729679,"Harris' friend, Aoki, who lives in Michigan, died yesterday.",0
13729679,Harris hasn't seen her for a few months.,1
13828486,George watched the last season of OWL only of Fridays and Saturdays rooting for London.,0
13828486,Mark is worried about the second DPS spot and he was disappointed over a gaming tournament.,1
13611544,Sebastian and Betty haven't talked for a long time.,0
13611544,Betty thought Sebastian doesn't want to talk to her anymore.,1
13611544,Sebastian's coming to Paris next week.,2
13611544,They decided to meet on Tuesday.,3
13680507,Dominic sends Laura a link to a folder with retouched photos from their trip to Croatia.,0
13680507,Laura is downloading the folder as her internet connection is unstable due to bad weather.,1
13680507,Dominic's and Laura's parents say they spend too much time at the computer.,2
13828905-1,Chloe got 85% in the trigonometry test thanks to Liam's help.,0
13828905-1,Cloe is heading for humianities at university despite this success.,1
13731308,"Holden had his blood tested, and he is worried about the creatinine result.",0
13731308,"Joyce, who is in medical school, informs him that the result lower than normal should not be worrying but an appointment with a doctor might calm him down.",1
13864650,"Poly, Wera, John and Sina will order some food from the American restaurant that they visited last week.",0
13612101,"Kira was sick, so she couldn't see Toby jumping out the window.",0
13612101,"Toby put his classmates into trouble, so they had to apologize for their bad behavior.",1
13612101,"Kira finds Toby hot, but Maddie prefers Zane.",2
13612101,"However, Zane probably date Kate.",3
13612101,"Anyway, Kira and Maddie will try to seduce Zane and Toby next Friday.",4
13680577,Amy will organize a birthday party for Ann in her garden.,0
13680577,Samuel will check Beach House's tour in order to buy Ann a concert ticket together with a flight ticket as a birthday present.,1
13680235,Brad's mum can't pick up the kids.,0
13680235,"Both Brad and Angie can't leave early today, but Angie will try and pick up the kinds before the kindergarten closes.",1
13680235,Angie and Brad are going to order sushi for dinner.,2
13680235,Julie's psychological report says she's developing well.,3
13819590,There is a conference in Hamburg.,0
13819590,Thom might go as he has some clients there.,1
13819590,Natalie will be in Prague from Jan 21st to Feb 7th and won't be home for holidays.,2
13819590,Kristina needs to check with her boss.,3
13819590,Dorothy has already registered.,4
13819590,Kristina recommends Novotel Alster for 175 eur for 2 nights.,5
13816151,John and Tim will meet outside the railway station at 7 pm on Friday and go for a drink.,0
13816151,On Saturday Tim is having lunch with Sara's mother.,1
13816151,He has not met her before.,2
13816151,Sara's father died long ago.,3
13682563,Fran is slightly ill and won't be going with Harvie to Paulo's tonight.,0
13682563,Fran will stay at home during the weekend.,1
13730351,Abigail is pregnant.,0
13730351,The church may force her father out of his position as a pastor because of it.,1
13730351,Abigail's baby's father is Trevor.,2
13730351,Trevor wants to marry Abigail.,3
13730351,Trevor won't go to college and his father will give him a job at his construction company.,4
13730351,Abigail's mom earns well as a bookkeeper.,5
13727859,Yesterday Dianne ate lunch with Andy.,0
13727859,"Dianne forgot her purse, so Andy offered to pay, because he's earning a lot of money.",1
13727859,He has always liked showing off.,2
13865332,"Henry estimates he, Jane, Karen, Henry, Peter and Daniel will need around 2-3000$ for two weeks.",0
13865332,They will stay at Airbnb.,1
13865332,"They want to see the Grand Canyon, Los Angeles, San Francisco, Las Vegas, Yosemite, a sequoia forest and Monterey.",2
13865332,They'll go in September.,3
13862918,Jacob will ask if he's allowed to collect Harry's PITs.,0
13611492-1,Victoria has just spent 11 days in Cuba and she's going to Greece in the summer.,0
13611492-1,William is taking a trip in August.,1
13611492-1,William usually travels alone and meets friends on the way.,2
13611492-1,Victoria is considering moving form Poland to New York or an Asian country.,3
13864695,Blake and Pat look good on the photo together.,0
13864695,It had been taken before Pat twisted her ankle.,1
13715789,Janet is thinking about working from home after maternity leave.,0
13715789,"With Nancy, Abi and Kelly, they discuss various pros and cons of telecommuting.",1
13828060,"Mousie told Joddie about the attack on Paweł Adamowicz, the President of Gdańsk, during Jurek Owsiak's Wielka Orkiestra concert.",0
13828060,She is convinced that the ruling party Prawo i Sprawiedliwość and its leader Jarosław Kaczyński are to blame for the attack because of their hateful conservative views.,1
13681600,Noel hates cyclists because they blocked the road in the city centre.,0
13681600,"Noel's meeting with a client had to be canceled, because both of them are stuck in traffic.",1
13681600,"Therefore, Noel is meeting Oliver tonight.",2
13828894,Jax and Ruby don't like neither the narration nor the characters in the book.,0
13828894,Ruby's at her boyfriend's flat.,1
13828894,She hasn't been getting on well with him for a while.,2
13829046,"John lost his weight by exercising in the gym everyday, and being on vegetable juice diet for 4 weeks.",0
13829046,"Melissa will meet John on Thursday at 4 p.m. at the health store, so he can tell her about it.",1
13862225,Pablo and Miguel are selling their grandmother's flat.,0
13862225,Miguel will get only half of his share because he owes some money to their father.,1
13862225,He will be solely entitled to this money because his wife spends all their joint savings.,2
13716562,Jorge was hitting on Carmen on David's party and she has screens to prove it.,0
13716562,Barbra is not interested in him because she's gay.,1
13681034,Steve will give David a divorce lawyer's telephone number.,0
13681034,The lawyer is called Zimmerman.,1
13681034,Zimmerman is needed for Becka's divorce.,2
13611647,Luisa will do the shopping with her husband on Park Avenue.,0
13611647,"Carol is joining them, because he needs to buy flip flops.",1
13814412,Arden twisted his ankle and needs a physioterapist.,0
13814412,"He rested for two weeks and started excecising, but the ankle still hurts.",1
